Date,Depth,Temp,Salinity
2024-05-09 02:00:00,5,7.64,33.40
2024-05-09 02:00:00,10,7.72,33.42
2024-05-09 02:00:00,15,7.72,33.43
2024-05-09 02:00:00,20,7.62,33.48
2024-05-09 02:00:00,30,7.07,33.89
2024-05-09 02:00:00,40,7.01,33.96
2024-05-09 02:00:00,50,5.53,34.18
2024-05-09 02:00:00,65,5.21,34.16
2024-05-09 02:00:00,80,5.11,34.18
2024-05-09 05:00:00,5,7.27,33.74
2024-05-09 05:00:00,10,7.29,33.72
2024-05-09 05:00:00,15,7.32,33.69
2024-05-09 05:00:00,20,7.26,33.74
2024-05-09 05:00:00,30,6.82,34.08
2024-05-09 05:00:00,40,6.49,34.14
2024-05-09 05:00:00,50,5.24,34.28
2024-05-09 05:00:00,65,5.02,34.38
2024-05-09 05:00:00,80,4.83,34.43
2024-05-10 02:00:00,5,7.20,33.95
2024-05-10 02:00:00,10,7.18,33.98
2024-05-10 02:00:00,15,7.10,34.02
2024-05-10 02:00:00,20,7.05,34.02
2024-05-10 02:00:00,30,6.80,34.08
2024-05-10 02:00:00,40,6.72,34.09
2024-05-10 02:00:00,50,5.70,34.18
2024-05-10 02:00:00,65,5.36,34.21
2024-05-10 02:00:00,80,5.09,34.40
2024-05-10 03:00:00,80,4.71,34.76
2024-05-10 04:00:00,80,4.68,34.74
2024-05-10 05:00:00,5,6.55,34.52
2024-05-10 05:00:00,10,6.53,34.54
2024-05-10 05:00:00,15,6.50,34.60
2024-05-10 05:00:00,20,6.48,34.59
2024-05-10 05:00:00,30,6.18,34.61
2024-05-10 05:00:00,40,6.15,34.62
2024-05-10 05:00:00,50,5.42,34.72
2024-05-10 05:00:00,65,4.75,34.73
2024-05-10 05:00:00,80,4.69,34.75
2024-05-11 02:00:00,5,7.62,33.64
2024-05-11 02:00:00,10,7.44,33.85
2024-05-11 02:00:00,15,7.18,33.96
2024-05-11 02:00:00,20,7.13,33.97
2024-05-11 02:00:00,30,7.15,33.97
2024-05-11 02:00:00,40,6.73,33.99
2024-05-11 02:00:00,50,5.45,34.15
2024-05-11 02:00:00,65,4.97,34.48
2024-05-11 02:00:00,80,4.92,34.73
2024-05-11 03:00:00,80,4.98,34.46
2024-05-11 04:00:00,80,4.97,34.47
2024-05-11 05:00:00,80,4.89,34.57
2024-05-11 06:00:00,80,4.56,34.92
2024-05-11 07:00:00,5,6.69,34.44
2024-05-11 07:00:00,10,6.69,34.28
2024-05-11 07:00:00,15,6.65,34.31
2024-05-11 07:00:00,20,6.68,34.37
2024-05-11 07:00:00,30,6.57,34.44
2024-05-11 07:00:00,40,6.33,34.52
2024-05-11 07:00:00,50,4.73,35.57
2024-05-11 07:00:00,65,5.04,34.57
2024-05-11 07:00:00,80,4.73,34.76
2024-05-14 02:00:00,5,7.39,33.81
2024-05-14 02:00:00,10,7.33,33.88
2024-05-14 02:00:00,15,7.30,33.93
2024-05-14 02:00:00,20,7.27,34.04
2024-05-14 02:00:00,30,6.68,34.12
2024-05-14 02:00:00,40,6.01,34.33
2024-05-14 02:00:00,50,4.91,34.81
2024-05-14 02:00:00,65,4.62,34.68
2024-05-14 02:00:00,80,4.06,34.79
2024-05-14 03:00:00,80,3.47,35.81
2024-05-14 04:00:00,80,3.86,35.39
2024-05-14 05:00:00,5,6.51,34.77
2024-05-14 05:00:00,10,6.46,34.79
2024-05-14 05:00:00,15,6.22,34.84
2024-05-14 05:00:00,20,6.17,34.84
2024-05-14 05:00:00,30,5.42,34.94
2024-05-14 05:00:00,40,4.72,34.97
2024-05-14 05:00:00,50,4.39,34.99
2024-05-14 05:00:00,65,4.25,34.98
2024-05-14 05:00:00,80,4.16,35.07
2024-05-17 02:00:00,5,7.81,33.90
2024-05-17 02:00:00,10,7.86,33.94
2024-05-17 02:00:00,15,7.92,33.97
2024-05-17 02:00:00,20,7.92,33.99
2024-05-17 02:00:00,30,7.53,34.05
2024-05-17 02:00:00,40,7.23,34.01
2024-05-17 02:00:00,50,6.58,34.22
2024-05-17 02:00:00,65,4.95,34.86
2024-05-17 02:00:00,80,4.76,34.61
2024-05-17 05:00:00,5,7.75,34.12
2024-05-17 05:00:00,10,7.77,34.13
2024-05-17 05:00:00,15,7.78,34.14
2024-05-17 05:00:00,20,7.58,34.15
2024-05-17 05:00:00,30,7.37,34.17
2024-05-17 05:00:00,40,7.11,34.16
2024-05-17 05:00:00,50,6.35,34.18
2024-05-17 05:00:00,65,5.47,34.23
2024-05-17 05:00:00,80,5.14,34.24
2024-05-20 02:00:00,5,8.37,34.04
2024-05-20 02:00:00,10,8.19,34.04
2024-05-20 02:00:00,15,8.09,34.04
2024-05-20 02:00:00,20,8.04,34.03
2024-05-20 02:00:00,30,6.98,34.67
2024-05-20 02:00:00,40,5.76,35.30
2024-05-20 02:00:00,50,5.34,35.22
2024-05-20 02:00:00,65,4.62,35.16
2024-05-20 02:00:00,80,5.06,34.41
2024-05-20 03:00:00,80,5.37,34.32
2024-05-20 04:00:00,80,5.40,34.29
2024-05-20 05:00:00,80,5.40,34.29
2024-05-20 06:00:00,80,5.39,34.31
2024-05-20 07:00:00,80,5.28,34.42
2024-05-20 08:00:00,80,5.37,34.33
2024-05-20 09:00:00,80,5.48,34.22
2024-05-20 10:00:00,5,8.31,34.09
2024-05-20 10:00:00,10,8.29,34.08
2024-05-20 10:00:00,15,8.27,34.11
2024-05-20 10:00:00,20,8.24,34.12
2024-05-20 10:00:00,30,7.63,34.10
2024-05-20 10:00:00,40,6.81,34.16
2024-05-20 10:00:00,50,6.27,34.19
2024-05-20 10:00:00,65,5.50,34.21
2024-05-20 10:00:00,80,5.48,34.22
2024-05-21 02:00:00,5,8.20,34.26
