Date,Depth,Temp,Salinity
2024-03-01 00:00:00,10,3.70,32.69
2024-03-01 00:00:00,30,4.02,
2024-03-01 00:00:00,50,4.28,
2024-03-01 01:00:00,10,3.69,32.70
2024-03-01 02:00:00,10,3.69,32.69
2024-03-01 03:00:00,10,3.71,32.69
2024-03-01 04:00:00,10,3.69,32.68
2024-03-01 05:00:00,10,3.70,32.69
2024-03-01 06:00:00,10,3.66,32.64
2024-03-01 07:00:00,10,3.67,32.67
2024-03-01 08:00:00,10,3.63,32.63
2024-03-01 08:00:00,30,3.91,
2024-03-01 09:00:00,10,3.63,32.65
2024-03-01 09:00:00,30,4.09,33.35
2024-03-01 10:00:00,10,3.70,32.69
2024-03-01 11:00:00,10,3.78,32.71
2024-03-01 11:00:00,30,4.20,
2024-03-01 12:00:00,10,3.74,32.70
2024-03-01 13:00:00,10,3.74,32.70
2024-03-01 13:00:00,30,4.26,33.42
2024-03-01 13:00:00,50,4.39,
2024-03-01 14:00:00,10,3.74,32.70
2024-03-01 15:00:00,10,3.75,32.71
2024-03-01 15:00:00,30,4.23,
2024-03-01 15:00:00,50,4.38,
2024-03-01 16:00:00,10,3.64,32.68
2024-03-01 17:00:00,10,3.62,32.68
2024-03-01 18:00:00,10,3.58,32.66
2024-03-01 18:00:00,30,4.26,
2024-03-01 19:00:00,10,3.70,32.70
2024-03-01 20:00:00,10,3.69,32.68
2024-03-01 21:00:00,10,3.69,32.68
2024-03-01 22:00:00,10,3.70,32.67
2024-03-01 23:00:00,10,3.74,32.69
2024-03-02 00:00:00,10,3.71,32.67
2024-03-02 01:00:00,10,3.64,32.64
2024-03-02 02:00:00,10,3.69,32.69
2024-03-02 03:00:00,10,3.66,32.68
2024-03-02 04:00:00,10,3.66,32.69
2024-03-02 05:00:00,10,3.64,32.70
2024-03-02 06:00:00,10,3.60,32.70
2024-03-02 07:00:00,10,3.60,32.71
2024-03-02 08:00:00,10,3.59,32.70
2024-03-02 09:00:00,10,3.58,32.71
2024-03-02 09:00:00,30,4.03,33.35
2024-03-02 10:00:00,10,3.61,32.71
2024-03-02 11:00:00,10,3.58,32.70
2024-03-02 12:00:00,10,3.56,32.69
2024-03-02 13:00:00,10,3.60,32.71
2024-03-02 14:00:00,10,3.56,32.70
2024-03-02 14:00:00,30,3.63,33.25
2024-03-02 15:00:00,10,3.55,32.70
2024-03-02 15:00:00,30,3.81,
2024-03-02 16:00:00,10,3.53,32.69
2024-03-02 16:00:00,30,3.76,33.29
2024-03-02 17:00:00,10,3.52,32.69
2024-03-02 17:00:00,30,3.70,33.27
2024-03-02 18:00:00,10,3.48,32.68
2024-03-02 19:00:00,10,3.48,32.69
2024-03-02 19:00:00,30,3.57,33.24
2024-03-02 20:00:00,10,3.52,32.68
2024-03-02 20:00:00,30,3.48,
2024-03-02 20:00:00,50,3.90,
2024-03-02 21:00:00,10,3.45,32.66
2024-03-02 21:00:00,30,3.52,33.22
2024-03-02 21:00:00,50,3.62,
2024-03-02 22:00:00,10,3.45,32.67
2024-03-02 22:00:00,30,3.48,
2024-03-02 23:00:00,10,3.20,32.61
2024-03-03 00:00:00,10,3.16,32.60
2024-03-03 01:00:00,10,3.18,32.61
2024-03-03 02:00:00,10,3.14,32.60
2024-03-03 02:00:00,30,3.40,
2024-03-03 02:00:00,50,3.90,
2024-03-03 03:00:00,10,3.14,32.60
2024-03-03 03:00:00,50,3.54,
2024-03-03 04:00:00,10,3.14,32.61
2024-03-03 04:00:00,30,3.26,
2024-03-03 05:00:00,10,3.14,32.61
2024-03-03 06:00:00,10,3.13,32.61
2024-03-03 07:00:00,10,3.14,32.60
2024-03-03 08:00:00,10,3.08,32.59
2024-03-03 09:00:00,10,3.08,32.59
2024-03-03 10:00:00,10,3.04,32.58
2024-03-03 11:00:00,10,3.04,32.58
2024-03-03 12:00:00,10,3.08,32.59
2024-03-03 13:00:00,10,3.05,32.58
2024-03-03 14:00:00,10,3.05,32.58
2024-03-03 15:00:00,10,3.06,32.58
2024-03-03 16:00:00,10,3.05,32.58
2024-03-03 17:00:00,10,3.10,32.60
2024-03-03 18:00:00,10,3.06,32.58
2024-03-03 19:00:00,10,3.05,32.58
2024-03-03 20:00:00,10,3.04,32.58
2024-03-03 21:00:00,10,3.00,32.57
2024-03-03 22:00:00,10,2.99,32.57
2024-03-03 23:00:00,10,3.01,32.58
2024-03-04 00:00:00,10,3.01,32.58
2024-03-04 01:00:00,10,3.04,32.59
2024-03-04 02:00:00,10,3.00,32.59
2024-03-04 03:00:00,10,2.99,32.59
2024-03-04 04:00:00,10,2.96,32.58
